Date,Open,High,Low,Close,Volume,Ticker
2020-06-26,86.05,88.9,85.9,88.67,205256800.0,AAPL
2020-06-29,88.03,88.13,85.48,85.96,130646000.0,AAPL
2020-06-30,88.77,89.06,87.6,87.62,140223200.0,AAPL
2020-07-01,88.6,89.39,88.55,88.85,110737200.0,AAPL
2020-07-02,88.6,90.15,88.49,89.51,114041600.0,AAPL
2020-07-06,90.97,91.44,90.0,90.03,118655600.0,AAPL
2020-07-07,90.69,92.13,90.58,91.35,112424400.0,AAPL
2020-07-08,92.8,92.83,91.58,91.67,117092000.0,AAPL
2020-07-09,93.2,93.75,92.15,93.7,125642800.0,AAPL
2020-07-10,93.36,93.42,92.18,92.79,90257200.0,AAPL
2020-07-13,92.93,97.29,92.72,94.67,191649200.0,AAPL
2020-07-14,94.47,94.66,91.38,92.31,170989200.0,AAPL
2020-07-15,95.12,96.6,93.92,96.35,153198000.0,AAPL
2020-07-16,93.95,94.81,93.35,93.99,110577600.0,AAPL
2020-07-17,93.76,94.56,93.29,94.4,92186800.0,AAPL
2020-07-20,95.74,95.87,93.5,93.85,90318000.0,AAPL
2020-07-21,94.41,96.6,94.16,96.53,103433200.0,AAPL
2020-07-22,94.68,95.36,94.03,94.12,89001600.0,AAPL
2020-07-23,90.37,94.49,89.56,94.41,197004400.0,AAPL
2020-07-24,90.15,90.49,86.77,88.56,185438800.0,AAPL
2020-07-27,92.28,92.38,90.99,91.21,121214000.0,AAPL
2020-07-28,90.77,92.03,90.76,91.85,103625600.0,AAPL
2020-07-29,92.51,92.69,91.21,91.25,90329200.0,AAPL
2020-07-30,93.63,93.73,91.27,91.68,158130000.0,AAPL
2020-07-31,103.43,103.58,98.14,100.14,374336800.0,AAPL
2020-08-03,106.03,108.66,105.02,105.32,308151200.0,AAPL
2020-08-04,106.74,107.84,105.5,106.22,173071600.0,AAPL
2020-08-05,107.13,107.45,105.99,106.46,121776800.0,AAPL
2020-08-06,110.87,111.36,106.87,107.46,202428800.0,AAPL
2020-08-07,108.35,110.84,107.55,110.39,198045600.0,AAPL
2020-08-10,109.92,110.94,107.26,109.8,212403600.0,AAPL
2020-08-11,106.65,109.68,106.39,109.18,187902400.0,AAPL
2020-08-12,110.2,110.45,107.55,107.75,165598000.0,AAPL
2020-08-13,112.15,113.15,111.09,111.58,210082000.0,AAPL
2020-08-14,112.05,112.14,110.23,111.97,165565200.0,AAPL
2020-08-17,111.75,113.2,111.12,113.17,119561600.0,AAPL
2020-08-18,112.68,113.11,111.17,111.5,105633600.0,AAPL
2020-08-19,112.83,114.24,112.73,113.09,145538000.0,AAPL
2020-08-20,115.33,115.44,112.85,112.87,126907200.0,AAPL
2020-08-21,121.27,121.76,116.28,116.29,338054800.0,AAPL
2020-08-24,122.72,125.58,120.85,125.49,345937600.0,AAPL
2020-08-25,121.72,122.06,119.99,121.59,211495600.0,AAPL
2020-08-26,123.37,123.83,121.97,123.04,163022400.0,AAPL
2020-08-27,121.9,124.31,120.75,123.98,155552400.0,AAPL
2020-08-28,121.7,123.29,121.48,122.87,187630000.0,AAPL
2020-08-31,125.83,127.74,122.86,124.4,225702700.0,AAPL
2020-09-01,130.84,131.44,127.28,129.45,151948100.0,AAPL
2020-09-02,128.13,134.54,123.84,134.16,200119000.0,AAPL
2020-09-03,117.87,125.63,117.5,123.75,257599600.0,AAPL
2020-09-04,117.95,120.62,108.13,117.08,332607200.0,AAPL
2020-09-08,110.01,116.03,109.87,111.11,231366600.0,AAPL
2020-09-09,114.4,116.17,112.39,114.34,176940500.0,AAPL
2020-09-10,110.66,117.5,109.7,117.36,182274400.0,AAPL
2020-09-11,109.21,112.36,107.26,111.72,180860300.0,AAPL
2020-09-14,112.49,113.04,109.99,111.86,140150100.0,AAPL
2020-09-15,112.66,115.87,110.78,115.38,184642000.0,AAPL
2020-09-16,109.34,113.11,109.25,112.36,154679000.0,AAPL
2020-09-17,107.59,109.41,106.0,106.99,178011000.0,AAPL
2020-09-18,104.18,108.12,103.45,107.65,287104900.0,AAPL
2020-09-21,107.34,107.45,100.53,101.94,195713800.0,AAPL
2020-09-22,109.03,110.05,106.44,109.87,183055400.0,AAPL
2020-09-23,104.45,109.32,104.11,108.84,150718700.0,AAPL
2020-09-24,105.53,107.5,102.39,102.55,167743300.0,AAPL
2020-09-25,109.48,109.64,104.99,105.73,149981400.0,AAPL
2020-09-28,112.1,112.45,109.97,112.15,137672400.0,AAPL
2020-09-29,111.25,112.44,110.74,111.7,99382200.0,AAPL
2020-09-30,112.93,114.34,110.79,110.96,142675200.0,AAPL
2020-10-01,113.88,114.79,112.95,114.71,116120400.0,AAPL
2020-10-02,110.21,112.5,109.43,110.08,144712000.0,AAPL
2020-10-05,113.6,113.75,110.72,111.07,106243800.0,AAPL
2020-10-06,110.34,113.23,109.45,112.82,161498200.0,AAPL
2020-10-07,112.21,112.67,111.29,111.77,96849000.0,AAPL
2020-10-08,112.11,113.5,111.74,113.36,83477200.0,AAPL
2020-10-09,114.06,114.09,112.06,112.41,100506900.0,AAPL
2020-10-12,121.3,122.06,116.31,117.07,240226800.0,AAPL
2020-10-13,118.08,122.27,116.67,122.15,262330500.0,AAPL
2020-10-14,118.17,119.97,116.64,117.99,150712000.0,AAPL
2020-10-15,117.7,118.18,115.21,115.76,112559200.0,AAPL
2020-10-16,116.06,118.52,115.85,118.26,115393800.0,AAPL
2020-10-19,113.09,117.42,112.78,116.97,120639300.0,AAPL
2020-10-20,114.58,116.02,112.75,113.31,124423700.0,AAPL
2020-10-21,113.96,115.75,113.55,113.76,89946000.0,AAPL
2020-10-22,112.87,115.1,111.74,114.53,101988000.0,AAPL
2020-10-23,112.18,113.65,111.43,113.49,82572600.0,AAPL
2020-10-26,112.19,113.65,110.07,111.17,111850700.0,AAPL
2020-10-27,113.7,114.36,111.69,112.61,92276800.0,AAPL
2020-10-28,108.43,112.56,108.33,112.19,143937800.0,AAPL
2020-10-29,112.45,114.02,109.41,109.57,146129200.0,AAPL
2020-10-30,106.15,109.2,105.04,108.29,190272600.0,AAPL
2020-11-02,106.06,107.92,104.65,106.39,122866900.0,AAPL
2020-11-03,107.69,108.71,106.02,106.93,107624400.0,AAPL
2020-11-04,112.09,112.71,109.55,111.3,138235500.0,AAPL
2020-11-05,116.07,116.64,113.96,115.01,126387100.0,AAPL
2020-11-06,115.93,116.43,113.43,115.57,114457900.0,AAPL
2020-11-09,113.62,119.16,113.36,117.7,154515300.0,AAPL
2020-11-10,113.28,114.86,111.48,112.87,138023400.0,AAPL
2020-11-11,116.72,116.85,113.74,114.47,112295000.0,AAPL
2020-11-12,116.44,117.73,115.82,116.84,103162300.0,AAPL
2020-11-13,116.49,116.89,115.13,116.67,81581900.0,AAPL
2020-11-16,117.51,118.18,115.41,116.16,91183000.0,AAPL
2020-11-17,116.62,117.87,116.2,116.77,74271000.0,AAPL
2020-11-18,115.29,117.04,115.26,115.86,76322100.0,AAPL
2020-11-19,115.89,116.3,114.1,114.86,74113000.0,AAPL
2020-11-20,114.62,116.01,114.57,115.89,73604300.0,AAPL
2020-11-23,111.21,114.89,111.11,114.46,127959300.0,AAPL
2020-11-24,112.5,113.16,109.98,111.27,113874200.0,AAPL
2020-11-25,113.34,114.04,112.5,112.87,76499200.0,AAPL
2020-11-27,113.88,114.76,113.52,113.86,46691300.0,AAPL
2020-11-30,116.29,118.16,114.1,114.25,169410200.0,AAPL
2020-12-01,119.87,120.6,117.22,118.2,127728200.0,AAPL
2020-12-02,120.22,120.51,118.08,119.19,89004200.0,AAPL
2020-12-03,120.09,120.91,119.37,120.65,78967600.0,AAPL
2020-12-04,119.41,120.01,118.7,119.75,78260400.0,AAPL
2020-12-07,120.88,121.68,119.41,119.47,86712000.0,AAPL
2020-12-08,121.49,122.08,120.23,121.48,82225500.0,AAPL
2020-12-09,118.95,123.03,118.19,121.64,115089200.0,AAPL
2020-12-10,120.38,120.99,117.36,117.7,81312200.0,AAPL
2020-12-11,119.57,119.91,117.75,119.59,86939800.0,AAPL
2020-12-14,118.95,120.49,118.72,119.75,79184500.0,AAPL
2020-12-15,124.91,124.93,121.25,121.45,157243700.0,AAPL
2020-12-16,124.84,125.39,123.62,124.45,98208600.0,AAPL
2020-12-17,125.71,126.57,125.07,125.91,94359800.0,AAPL
2020-12-18,123.72,126.1,123.19,125.97,192541500.0,AAPL
2020-12-21,125.25,125.33,120.58,122.12,121251600.0,AAPL
2020-12-22,128.82,131.29,126.64,128.55,168904800.0,AAPL
2020-12-23,127.92,129.36,127.74,129.09,88223700.0,AAPL
2020-12-24,128.91,130.36,128.06,128.27,54930100.0,AAPL
2020-12-28,133.52,134.15,130.41,130.88,124486200.0,AAPL
2020-12-29,131.74,135.57,131.22,134.84,121047300.0,AAPL
2020-12-30,130.62,132.83,130.3,132.43,96452100.0,AAPL
2020-12-31,129.61,131.61,128.66,130.97,99116600.0,AAPL
2021-01-04,126.41,130.51,123.82,130.42,143301900.0,AAPL
2021-01-05,127.97,128.68,125.45,125.9,97664900.0,AAPL
2021-01-06,123.66,128.01,123.45,124.75,155088000.0,AAPL
2021-01-07,127.88,128.57,124.89,125.38,109578200.0,AAPL
2021-01-08,128.98,129.55,127.21,129.36,105158200.0,AAPL
2021-01-11,125.99,127.15,125.52,126.19,100384500.0,AAPL
2021-01-12,125.81,126.68,123.91,125.52,91951100.0,AAPL
2021-01-13,127.85,128.4,125.51,125.77,88636800.0,AAPL
2021-01-14,125.92,127.96,125.77,127.76,90221800.0,AAPL
2021-01-15,124.19,127.2,124.05,125.79,111598500.0,AAPL
2021-01-19,124.86,125.72,123.99,124.81,90757300.0,AAPL
2021-01-20,128.96,129.41,125.57,125.67,104319500.0,AAPL
2021-01-21,133.69,136.43,130.49,130.69,120150900.0,AAPL
2021-01-22,135.84,136.6,131.88,133.12,114459400.0,AAPL
2021-01-25,139.6,141.72,133.37,139.75,157611700.0,AAPL
2021-01-26,139.84,140.95,138.09,140.27,98390600.0,AAPL
2021-01-27,138.76,140.95,137.15,140.1,140843800.0,AAPL
2021-01-28,133.91,138.69,133.53,136.28,142621100.0,AAPL
2021-01-29,128.9,133.57,127.19,132.68,177523800.0,AAPL
2021-02-01,131.03,132.24,127.89,130.64,106239800.0,AAPL
2021-02-02,131.86,133.15,131.48,132.58,83305400.0,AAPL
2021-02-03,130.83,132.62,130.51,132.61,89880900.0,AAPL
2021-02-04,134.2,134.21,131.46,133.14,84183100.0,AAPL
2021-02-05,133.78,134.43,132.9,134.36,75693800.0,AAPL
2021-02-08,133.93,133.98,131.98,133.07,71297200.0,AAPL
2021-02-09,133.05,134.88,132.89,133.65,76774200.0,AAPL
2021-02-10,132.44,134.01,131.48,133.51,73046600.0,AAPL
2021-02-11,132.19,133.42,130.86,132.94,64280000.0,AAPL
2021-02-12,132.42,132.58,130.78,131.43,60145100.0,AAPL
2021-02-16,130.29,133.05,129.9,132.54,80576300.0,AAPL
2021-02-17,127.99,129.34,126.65,128.39,97918500.0,AAPL
2021-02-18,126.89,127.17,124.64,126.39,96856700.0,AAPL
2021-02-19,127.04,127.87,126.0,127.41,87668800.0,AAPL
2021-02-22,123.26,126.9,122.87,125.22,103916400.0,AAPL
2021-02-23,123.12,123.95,115.81,121.07,158273000.0,AAPL
2021-02-24,122.62,122.83,119.57,122.22,111039900.0,AAPL
2021-02-25,118.36,123.71,117.92,121.97,148199500.0,AAPL
2021-02-26,118.62,122.13,118.56,119.92,164560400.0,AAPL
2021-03-01,125.01,125.15,120.12,121.06,116307900.0,AAPL
2021-03-02,122.4,125.92,122.29,125.62,102260900.0,AAPL
2021-03-03,119.4,122.97,119.19,122.09,112966300.0,AAPL
2021-03-04,117.52,120.91,116.04,119.1,178155000.0,AAPL
2021-03-05,118.78,119.29,115.01,118.35,153766600.0,AAPL
2021-03-08,113.83,118.37,113.68,118.3,154376600.0,AAPL
2021-03-09,118.46,119.4,116.21,116.44,129525800.0,AAPL
2021-03-10,117.37,119.51,116.85,119.04,111943300.0,AAPL
2021-03-11,119.31,120.53,118.62,119.87,103026500.0,AAPL
2021-03-12,118.4,118.53,116.57,117.78,88105100.0,AAPL
2021-03-15,121.29,121.3,117.8,118.77,92403800.0,AAPL
2021-03-16,122.84,124.45,122.01,122.96,115227900.0,AAPL
2021-03-17,122.05,123.12,119.68,121.35,111932600.0,AAPL
2021-03-18,117.91,120.5,117.7,120.21,121229700.0,AAPL
2021-03-19,117.38,118.79,117.08,117.29,185549500.0,AAPL
2021-03-22,120.71,121.17,117.64,117.71,111912300.0,AAPL
2021-03-23,119.87,121.54,119.48,120.65,95467100.0,AAPL
2021-03-24,117.48,120.23,117.46,120.15,88530500.0,AAPL
2021-03-25,117.97,119.01,116.41,116.94,98844700.0,AAPL
2021-03-26,118.57,118.84,116.33,117.73,94071200.0,AAPL
2021-03-29,118.75,119.91,118.1,119.0,80819200.0,AAPL
2021-03-30,117.29,117.78,116.27,117.5,85671900.0,AAPL
2021-03-31,119.49,120.83,118.51,119.0,118323800.0,AAPL
2021-04-01,120.32,121.48,119.82,120.97,75089100.0,AAPL
2021-04-05,123.16,123.41,120.39,121.17,88651200.0,AAPL
2021-04-06,123.46,124.36,122.92,123.75,80171300.0,AAPL
2021-04-07,125.12,125.14,122.42,123.09,83466700.0,AAPL
2021-04-08,127.52,127.55,125.72,126.14,88844600.0,AAPL
2021-04-09,130.11,130.15,126.65,126.98,106686700.0,AAPL
2021-04-12,128.38,129.96,127.79,129.64,91420000.0,AAPL
2021-04-13,131.5,131.73,129.06,129.56,91266500.0,AAPL
2021-04-14,129.16,132.06,128.8,132.0,87222800.0,AAPL
2021-04-15,131.57,132.06,130.73,130.91,89347100.0,AAPL
2021-04-16,131.24,131.74,130.38,131.38,84922400.0,AAPL
2021-04-19,131.91,132.52,130.44,130.6,94264200.0,AAPL
2021-04-20,130.21,132.58,128.94,132.08,94812300.0,AAPL
2021-04-21,130.6,130.84,128.44,129.48,68847100.0,AAPL
2021-04-22,129.07,131.23,128.55,130.15,84566500.0,AAPL
2021-04-23,131.4,132.18,129.28,129.28,78657500.0,AAPL
2021-04-26,131.79,132.12,130.65,131.9,66905100.0,AAPL
2021-04-27,131.47,132.46,131.19,132.07,66015800.0,AAPL
2021-04-28,130.67,132.08,130.18,131.39,107760100.0,AAPL
2021-04-29,130.58,134.09,129.57,133.5,151101000.0,AAPL
2021-04-30,128.6,130.65,128.22,128.91,109839500.0,AAPL
2021-05-03,129.66,131.15,128.96,129.17,75135100.0,AAPL
2021-05-04,125.07,128.63,123.94,128.34,137564700.0,AAPL
2021-05-05,125.31,127.61,125.19,126.39,84000900.0,AAPL
2021-05-06,126.92,126.93,124.36,125.11,78128300.0,AAPL
2021-05-07,127.59,128.62,126.88,128.22,78973300.0,AAPL
2021-05-10,124.3,126.94,124.26,126.81,88071200.0,AAPL
2021-05-11,123.38,123.73,120.3,121.02,126142800.0,AAPL
2021-05-12,120.3,122.14,119.79,120.92,112172300.0,AAPL
2021-05-13,122.46,123.61,121.76,122.08,105861300.0,AAPL
2021-05-14,124.89,125.32,123.32,123.71,81918000.0,AAPL
2021-05-17,123.73,124.38,122.65,124.27,74244600.0,AAPL
2021-05-18,122.34,124.44,122.27,124.02,63342900.0,AAPL
2021-05-19,122.18,122.41,120.39,120.68,92612000.0,AAPL
2021-05-20,124.75,125.15,122.59,122.71,76857100.0,AAPL
2021-05-21,122.91,125.43,122.69,125.25,79295400.0,AAPL
2021-05-24,124.55,125.37,123.41,123.48,63092900.0,AAPL
2021-05-25,124.35,125.74,123.78,125.25,72009500.0,AAPL
2021-05-26,124.3,124.83,123.88,124.41,56575900.0,AAPL
2021-05-27,122.76,125.07,122.57,123.9,94625600.0,AAPL
2021-05-28,122.11,123.27,122.05,123.05,71311100.0,AAPL
2021-06-01,121.78,122.83,121.45,122.57,67637100.0,AAPL
2021-06-02,122.55,122.72,121.56,121.78,59278900.0,AAPL
2021-06-03,121.06,122.34,120.66,122.17,76229200.0,AAPL
2021-06-04,123.36,123.62,121.36,121.58,75169300.0,AAPL
2021-06-07,123.37,123.78,122.32,123.63,71057600.0,AAPL
2021-06-08,124.19,125.88,123.67,124.06,74403800.0,AAPL
2021-06-09,124.57,125.18,123.98,124.65,56877900.0,AAPL
2021-06-10,123.58,125.61,123.41,124.47,71186400.0,AAPL
2021-06-11,124.79,124.88,123.57,123.99,53522400.0,AAPL
2021-06-14,127.86,127.92,124.52,125.25,96906500.0,AAPL
2021-06-15,127.03,127.98,126.79,127.33,62746300.0,AAPL
2021-06-16,127.53,128.26,125.88,127.75,91815000.0,AAPL
2021-06-17,129.14,129.89,127.04,127.19,96721700.0,AAPL
2021-06-18,127.84,128.87,127.62,128.08,108953300.0,AAPL
2021-06-21,129.64,129.75,126.61,127.68,79663300.0,AAPL
2021-06-22,131.29,131.39,128.97,129.47,74783600.0,AAPL
2021-06-23,131.01,131.62,130.55,131.08,60214200.0,AAPL
2021-06-24,130.73,131.93,130.26,131.75,68711000.0,AAPL
2021-06-25,130.43,131.2,130.14,130.78,70783700.0,AAPL
2021-06-28,132.07,132.53,130.67,130.73,62111300.0,AAPL
2021-06-29,133.59,133.75,131.65,132.09,64556100.0,AAPL
2021-06-30,134.21,134.65,133.14,133.43,63261400.0,AAPL
2021-07-01,134.51,134.57,133.03,133.85,52485800.0,AAPL
2021-07-02,137.15,137.19,134.98,135.13,78852600.0,AAPL
2021-07-06,139.17,140.27,137.25,137.25,108181800.0,AAPL
2021-07-07,141.66,141.98,139.79,140.66,104911600.0,AAPL
2021-07-08,140.36,141.16,137.84,138.73,105575500.0,AAPL
2021-07-09,142.19,142.72,139.78,139.88,99890800.0,AAPL
2021-07-12,141.6,143.38,141.11,143.27,76299700.0,AAPL
2021-07-13,142.71,144.5,140.74,141.14,100827100.0,AAPL
2021-07-14,146.15,146.56,144.71,145.12,127050800.0,AAPL
2021-07-15,145.5,146.99,144.13,146.24,106820300.0,AAPL
2021-07-16,143.45,146.75,142.95,145.48,93251400.0,AAPL
2021-07-19,139.59,141.17,138.82,140.86,121434600.0,AAPL
2021-07-20,143.21,144.14,140.09,140.58,96350000.0,AAPL
2021-07-21,142.48,143.19,141.72,142.61,74993500.0,AAPL
2021-07-22,143.85,145.22,142.88,143.01,77338200.0,AAPL
2021-07-23,145.57,145.73,143.97,144.58,71447400.0,AAPL
2021-07-26,146.0,146.82,144.73,145.29,72434100.0,AAPL
2021-07-27,143.82,146.21,142.62,146.12,104818600.0,AAPL
2021-07-28,142.07,144.02,139.68,141.9,118931200.0,AAPL
2021-07-29,142.71,143.6,141.67,141.78,56699500.0,AAPL
2021-07-30,142.93,143.39,141.21,141.48,70440600.0,AAPL
2021-08-02,142.6,144.0,142.33,143.42,62880000.0,AAPL
2021-08-03,144.4,145.06,142.26,142.88,64786600.0,AAPL
2021-08-04,144.0,144.82,143.34,144.31,56368300.0,AAPL
2021-08-05,144.1,144.87,143.23,144.03,46397700.0,AAPL
2021-08-06,143.42,144.37,142.92,143.62,54126800.0,AAPL
2021-08-09,143.37,143.97,142.81,143.48,48908700.0,AAPL
2021-08-10,142.89,144.96,142.59,143.71,69023100.0,AAPL
2021-08-11,143.14,143.99,142.82,143.33,48493500.0,AAPL
2021-08-12,146.12,146.27,143.12,143.47,72282600.0,AAPL
2021-08-13,146.32,146.66,145.51,146.19,59375000.0,AAPL
2021-08-16,148.3,148.37,143.74,145.77,103296000.0,AAPL
2021-08-17,147.39,148.85,146.31,147.43,92229700.0,AAPL
